WEIGHT,CLASS,GROSS CHG,NET,ORG ZIP,DEST ZIP,
225,150,$86.00 ,$100.28 ,30728,38305,
5398,55,$705.52 ,$272.15 ,48326,45342,
163,150,$88.60 ,$105.26 ,48326,35453,
2812,55,$884.66 ,$390.19 ,48326,11901,
2242,55,$705.33 ,$311.09 ,48326,11901,
135,250,$103.30 ,$76.70 ,48326,48170,
5530,55,$665.26 ,$239.42 ,48326,49042,
1142,250,"$1,323.35 ",$596.73 ,48326,28677,
2798,55,$687.19 ,$294.69 ,30728,44077,
1129,250,"$1,339.56 ",$589.10 ,48326,27302,
1560,55,$473.46 ,$207.55 ,48326,17601,
8000,55,"$1,018.40 ",$698.88 ,49254,30728,
7995,55,"$1,017.76 ",$698.30 ,49254,30728,
7970,55,"$1,014.58 ",$696.01 ,49254,30728,
775,65,$88.60 ,$107.03 ,48326,44077,
6794,55,"$1,474.30 ",$618.99 ,48326,19148,
250,300,$767.18 ,$438.65 ,48326,78041,
900,100,$758.52 ,$424.69 ,48326,78041,
214,300,$589.23 ,$375.39 ,30728,88068,
452,55,$88.60 ,$103.57 ,30728,45801,
635,70,$132.21 ,$76.38 ,48309,48326,
635,70,$132.21 ,$76.38 ,48326,48309,
7980,55,"$1,015.85 ",$695.44 ,49254,30728,
1050,65,$88.60 ,$105.26 ,48326,44077,
245,150,$86.00 ,$99.93 ,48326,45320,
8112,55,"$1,760.30 ",$737.55 ,48326,19148,
1535,55,$325.57 ,$138.58 ,48326,44077,
2810,55,$884.03 ,$387.53 ,48326,11901,
623,55,$88.60 ,$107.03 ,30728,44077,
2226,55,$404.02 ,$147.88 ,48326,45342,
346,55,$154.66 ,$76.70 ,47711,48326,
346,55,$154.66 ,$76.70 ,48326,47711,
2940,250,"$1,752.53 ",$800.10 ,30728,28613,
470,100,$238.29 ,$121.84 ,48326,49022,
600,55,$88.60 ,$105.08 ,30728,48309,
400,250,$921.08 ,$585.65 ,30728,88008,
2475,55,$607.86 ,$259.16 ,30728,44077,
2195,60,$532.51 ,$224.58 ,48326,37122,
8020,55,"$1,020.94 ",$697.16 ,49254,30728,
275,150,$86.00 ,$100.28 ,30728,30165,
135,250,$103.30 ,$76.05 ,48326,48170,
914,250,$776.00 ,$456.95 ,30728,40601,
454,250,$781.70 ,$447.05 ,48326,27549,
255,150,$86.00 ,$100.36 ,30728,35046,
8035,55,"$1,022.86 ",$697.16 ,49254,30728,
117,300,$359.04 ,$204.04 ,48326,78041,
100,250,$261.36 ,$163.49 ,48326,88008,
217,250,$88.60 ,$107.29 ,30728,37355,
128,200,$231.55 ,$127.47 ,40299,78041,
214,150,$78.50 ,$74.75 ,48326,48188,
2080,250,"$1,951.46 ",$865.90 ,48326,28613,
2755,60,$668.36 ,$280.93 ,48326,37122,
685,60,$270.44 ,$116.27 ,48326,37122,
8030,55,"$1,022.22 ",$695.44 ,49254,30728,
2700,55,$721.71 ,$290.32 ,48326,28214,
425,60,$88.60 ,$107.65 ,48309,30728,
1465,55,$444.63 ,$192.93 ,48326,17601,
1460,55,$443.11 ,$192.26 ,48326,17601,
610,85,$276.09 ,$110.68 ,48326,60510,
552,250,$380.33 ,$178.09 ,30728,37388,
270,150,$88.60 ,$102.95 ,30728,35986,
425,250,$720.89 ,$311.20 ,48326,49783,
1545,55,$327.69 ,$138.32 ,48326,44077,
421,70,$87.65 ,$76.70 ,48309,48326,
421,70,$87.65 ,$76.70 ,48326,48309,
480,85,$86.00 ,$100.10 ,48359,48326,
480,85,$86.00 ,$100.10 ,48326,48359,
7885,55,"$1,003.76 ",$710.33 ,30728,49254,
1476,55,$447.97 ,$193.97 ,48326,17601,
552,250,$380.33 ,$177.75 ,30728,37388,
400,65,$88.60 ,$106.32 ,30728,44077,
3692,55,"$1,161.50 ",$503.97 ,48326,11901,
3008,55,$946.32 ,$410.60 ,48326,11901,
305,300,$557.24 ,$288.97 ,30728,45320,
1215,100,$491.47 ,$223.25 ,30728,32404,
8110,55,"$1,032.40 ",$698.88 ,49254,30728,
665,175,$176.56 ,$153.51 ,30728,37388,
185,250,$88.60 ,$107.65 ,48326,43506,
185,250,$88.60 ,$107.65 ,43506,48326,
495,85,$88.60 ,$102.95 ,48359,48326,
495,85,$88.60 ,$102.95 ,48326,48359,
304,150,$124.55 ,$115.41 ,48326,49247,
1390,55,$278.42 ,$112.27 ,48326,49042,
2572,65,$454.73 ,$188.55 ,48326,44077,
2643,55,$831.49 ,$360.03 ,48326,11901,
7905,55,"$1,006.31 ",$709.76 ,30728,49254,
3025,55,$742.94 ,$313.32 ,30728,44077,
7780,55,$990.39 ,$698.30 ,30728,49254,
7860,55,"$1,000.58 ",$705.18 ,30728,49254,
232,125,$88.60 ,$107.65 ,48309,30728,
1344,55,$269.20 ,$108.37 ,48326,49042,
1659,85,$392.69 ,$157.43 ,48359,48170,
2600,150,"$1,502.05 ",$664.34 ,48326,30728,
645,60,$254.65 ,$108.48 ,48326,37122,
655,60,$258.59 ,$110.16 ,48326,37122,
1395,300,"$1,152.00 ",$464.21 ,30728,30165,
7875,55,"$1,002.48 ",$705.18 ,30728,49254,
1225,60,$367.01 ,$157.78 ,48326,37122,
2250,55,$552.60 ,$232.27 ,30728,44077,
564,250,$388.60 ,$180.35 ,30728,37388,
332,125,$86.00 ,$100.19 ,30728,30165,
100,400,$204.69 ,$115.41 ,30728,27407,
7815,55,$994.85 ,$698.88 ,30728,49254,
1125,60,$86.00 ,$99.93 ,30728,37122,
226,125,$105.45 ,$76.05 ,48326,49505,
2910,55,$528.17 ,$190.09 ,48326,45342,
228,125,$106.38 ,$76.70 ,48326,49505,
822,55,$280.60 ,$121.03 ,30728,45342,
1265,60,$378.99 ,$162.66 ,48326,37122,
250,150,$86.00 ,$100.19 ,30728,42240,
205,150,$86.00 ,$100.19 ,30728,45320,
620,55,$88.60 ,$106.85 ,30728,48174,
459,55,$115.25 ,$76.38 ,48326,48883,
625,150,$393.56 ,$199.14 ,48326,49783,
1620,250,"$2,368.00 ",$949.31 ,30728,64153,
7910,55,"$1,006.94 ",$706.32 ,30728,49254,
1615,60,$483.85 ,$207.50 ,48326,37122,
1330,60,$398.47 ,$170.88 ,48326,37122,
817,55,$86.00 ,$100.10 ,48326,44077,
3360,60,$815.14 ,$337.98 ,48326,37122,
300,85,$88.60 ,$105.17 ,48326,38024,
1235,60,$370.01 ,$158.41 ,48326,37122,
1328,250,"$1,538.89 ",$676.76 ,48326,28613,
725,55,$297.18 ,$122.06 ,48309,30728,
7840,55,$998.03 ,$698.30 ,30728,49254,
3108,55,$763.32 ,$329.51 ,30728,48174,
860,85,$388.47 ,$200.59 ,48326,28762,
8010,55,"$1,019.67 ",$713.20 ,30728,49254,
2652,55,$481.34 ,$172.50 ,48326,45342,
7920,55,"$1,008.21 ",$704.61 ,30728,49254,
7860,55,"$1,273.00 ",$698.88 ,30728,49254,
1320,60,$236.02 ,$116.60 ,30728,37122,
1176,250,"$1,202.34 ",$533.08 ,30728,43113,
7860,55,"$1,000.57 ",$698.30 ,30728,49254,
7860,55,"$1,000.57 ",$698.30 ,30728,49254,
7855,55,$999.95 ,$697.73 ,30728,49254,
508,150,$86.00 ,$100.19 ,30728,37416,
662,55,$171.79 ,$74.75 ,48326,45801,
5466,55,$719.33 ,$303.37 ,30728,28214,
1505,60,$450.90 ,$192.24 ,48326,37122,
305,250,$343.00 ,$212.39 ,30728,40601,
2170,55,$532.95 ,$229.12 ,30728,48174,
552,250,$380.33 ,$175.03 ,30728,37388,
552,250,$380.33 ,$175.03 ,30728,37388,
160,250,$88.60 ,$102.51 ,30728,42240,
8045,55,"$1,024.12 ",$713.20 ,30728,49254,
327,250,$395.11 ,$235.32 ,30728,40245,
327,250,$395.11 ,$235.32 ,40245,30728,
1233,300,"$1,684.89 ",$855.90 ,30728,64153,
7960,55,"$1,013.31 ",$705.18 ,30728,49254,
425,60,$88.60 ,$107.65 ,30728,48309,
3176,55,$780.03 ,$334.78 ,30728,48174,
511,70,$86.00 ,$100.02 ,30728,44011,
332,250,$401.16 ,$238.76 ,30728,40245,
332,250,$401.16 ,$238.76 ,40245,30728,
212,250,$220.73 ,$135.62 ,30728,42240,
552,250,$380.33 ,$174.69 ,30728,37388,
380,300,$769.61 ,$415.54 ,30728,48326,
600,55,$86.00 ,$100.36 ,48309,30728,
3125,60,$758.13 ,$311.66 ,48326,37122,
3675,60,$856.00 ,$366.48 ,48326,37122,
1980,250,"$1,810.20 ","$1,043.93 ",30728,48326,
686,50,$158.33 ,$78.98 ,30728,30906,
1187,300,"$1,622.04 ",$821.99 ,30728,64153,
150,300,$88.60 ,$102.42 ,43506,48326,
150,300,$88.60 ,$102.42 ,48326,43506,
820,55,$362.69 ,$180.82 ,47711,78041,
3510,60,$851.53 ,$349.75 ,48326,37122,
738,55,$295.05 ,$125.79 ,30728,48174,
6770,65,$861.14 ,$370.20 ,48326,44077,
975,300,"$1,223.77 ",$515.25 ,48326,46809,
3961,55,$636.00 ,$255.62 ,48326,44077,
7910,55,"$1,006.94 ",$698.30 ,30728,49254,
253,150,$86.00 ,$100.19 ,48326,49505,
1980,250,"$1,810.20 ","$1,041.85 ",30728,48326,
618,55,$88.60 ,$105.17 ,30728,48174,
7885,55,"$1,003.76 ",$666.27 ,49254,30728,
8080,55,"$1,028.58 ",$712.05 ,30728,49254,
1505,300,"$2,056.58 ","$1,038.82 ",30728,64153,
1440,400,"$2,612.02 ","$1,322.60 ",30728,64153,
596,250,$895.37 ,$396.98 ,48326,24523,
504,250,$757.16 ,$335.70 ,48326,24523,
1390,250,"$1,588.63 ",$802.45 ,30728,64153,
2574,55,$632.17 ,$269.53 ,30728,48174,
1158,55,$410.86 ,$188.17 ,48326,11901,
381,250,$460.36 ,$272.18 ,30728,40245,
381,250,$460.36 ,$272.18 ,40245,30728,
538,250,$746.26 ,$378.48 ,30728,20794,
540,100,$455.11 ,$245.96 ,48326,78041,
7905,55,"$1,006.31 ",$665.72 ,49254,30728,
2151,55,$357.07 ,$154.27 ,30728,28214,
849,60,$183.55 ,$121.09 ,40258,30728,
849,60,$183.55 ,$121.09 ,30728,40258,
660,250,$454.74 ,$207.31 ,30728,37388,
620,55,$88.60 ,$105.08 ,30728,48174,
8080,55,"$1,028.58 ",$709.76 ,30728,49254,
560,250,$841.29 ,$372.09 ,48326,24523,
2280,55,$378.48 ,$163.38 ,30728,28214,
2684,55,$659.19 ,$271.92 ,30728,44077,
849,60,$183.56 ,$120.99 ,40258,30728,
849,60,$183.56 ,$120.99 ,30728,40258,
2112,55,$274.98 ,$100.64 ,48326,48174,
2080,250,"$1,947.92 ",$983.14 ,30728,64153,
8120,55,"$1,033.67 ",$712.63 ,30728,49254,
7920,55,"$1,272.99 ",$665.71 ,49254,30728,
2165,250,"$1,767.72 ",$726.06 ,30728,45346,
1095,60,$328.06 ,$138.24 ,48326,37122,
726,300,"$1,101.06 ",$479.87 ,30728,45346,
735,150,$195.15 ,$143.13 ,30728,37388,
3786,55,$867.50 ,$395.17 ,30728,48174,
849,60,$183.56 ,$120.79 ,40258,30728,
849,60,$183.56 ,$120.79 ,30728,40258,
115,250,$86.00 ,$100.19 ,48326,30728,
172,250,$207.83 ,$122.38 ,30728,40245,
172,250,$207.83 ,$122.38 ,40245,30728,
301,250,$363.70 ,$214.16 ,30728,40245,
301,250,$363.70 ,$214.16 ,40245,30728,
258,250,$645.83 ,$364.57 ,48326,78041-5611,
255,150,$86.00 ,$100.19 ,48326,45320,
7685,55,"$1,919.71 ",$846.70 ,48326,11901,
225,150,$81.79 ,$76.05 ,48326,48111,
1165,100,$494.19 ,$217.49 ,48326,26362,
784,65,$212.10 ,$104.00 ,48326,46628,
1590,60,$476.36 ,$200.23 ,48326,37122,
646,55,$258.27 ,$109.02 ,30728,48174,
445,175,$299.80 ,$195.58 ,30728,35046,
2784,55,$462.14 ,$198.68 ,30728,28214,
4100,60,$658.00 ,$310.52 ,30728,28214,
3360,50,$561.46 ,$202.08 ,48326,46706,
199,125,$151.90 ,$71.04 ,48326,60085,
4100,60,$658.00 ,$310.29 ,30728,28214,
8000,55,"$1,018.40 ",$698.88 ,30728,49254,
7960,55,"$1,013.31 ",$666.27 ,49254,30728,
1256,55,$381.20 ,$160.05 ,48326,17601,
2520,55,$618.91 ,$253.98 ,30728,44077,
7995,55,"$1,017.76 ",$698.30 ,30728,49254,
516,250,$775.19 ,$340.91 ,48326,24523,
145,200,$262.31 ,$139.38 ,40299,78041,
7970,55,"$1,014.58 ",$696.01 ,30728,49254,
1067,65,$88.60 ,$102.69 ,48326,44077,
4100,60,$658.00 ,$310.07 ,30728,28214,
2966,55,$492.36 ,$211.32 ,30728,28214,
2820,55,$468.12 ,$200.91 ,30728,28214,
2800,55,$379.96 ,$132.69 ,48326,48060,
1000,250,$862.30 ,$345.39 ,30728,29170,
2477,65,$437.93 ,$176.47 ,48326,44077,
725,55,$297.18 ,$122.06 ,30728,48309,
669,55,$352.50 ,$178.62 ,48309,78041,
900,55,$463.32 ,$232.51 ,49254,78041,
2784,55,$462.14 ,$198.18 ,30728,28214,
206,150,$96.12 ,$80.60 ,48326,49505,
557,300,$856.22 ,$380.23 ,30728,43113,
849,60,$183.55 ,$120.11 ,40258,30728,
849,60,$183.55 ,$120.11 ,30728,40258,
7980,55,"$1,015.85 ",$695.44 ,30728,49254,
724,300,"$1,200.83 ",$602.62 ,30728,20794,
2127,65,$376.05 ,$151.28 ,48326,44077,
133,300,$86.00 ,$99.93 ,30728,42240,
2780,65,$491.50 ,$197.55 ,48326,44077,
6398,55,"$1,598.22 ",$700.61 ,48326,11901,
116,250,$86.00 ,$100.36 ,48326,30728,
2640,100,$336.34 ,$157.74 ,30728,37416,
14954,50,"$1,991.87 ",$716.87 ,49237,54241,
430,60,$88.60 ,$104.90 ,48309,30728,
716,250,"$1,119.39 ",$450.68 ,48326,27302,
2992,55,$734.84 ,$309.65 ,30728,48174,
785,250,$845.45 ,$479.06 ,43506,30728,
785,250,$845.45 ,$479.06 ,30728,43506,
8020,55,"$1,020.94 ",$697.16 ,30728,49254,
849,60,$183.56 ,$119.72 ,40258,30728,
849,60,$183.56 ,$119.72 ,30728,40258,
840,55,$86.00 ,$100.19 ,48326,44077,
1675,250,"$2,368.00 ",$954.21 ,30728,64153,
150,250,$178.62 ,$109.33 ,48326,25703,
849,60,$183.56 ,$119.62 ,40258,30728,
849,60,$183.56 ,$119.62 ,30728,40258,
510,250,$797.33 ,$320.47 ,48326,27302,
8035,55,"$1,022.86 ",$697.16 ,30728,49254,
669,55,$352.50 ,$177.62 ,48309,78041,
2280,85,$597.59 ,$240.60 ,47711,30728,
2280,85,$597.59 ,$240.60 ,30728,47711,
2425,55,$440.14 ,$153.70 ,48326,45342,
2785,60,$675.64 ,$272.26 ,48326,37122,
600,55,$86.00 ,$100.36 ,30728,48309,
3848,65,$636.00 ,$272.29 ,48326,44077,
3040,55,$504.64 ,$214.98 ,30728,28214,
2996,60,$726.83 ,$292.64 ,48326,37122,
8030,55,"$1,022.22 ",$695.44 ,30728,49254,
655,250,$984.01 ,$428.86 ,48326,24523,
1320,150,$335.81 ,$238.05 ,48326,49237,
115,250,$88.60 ,$102.95 ,30728,48170,
600,200,$558.00 ,$240.68 ,47711,30728,
600,200,$558.00 ,$240.68 ,30728,47711,
1192,100,$505.65 ,$219.85 ,48326,26362,
3495,60,$847.89 ,$340.79 ,48326,37122,
1060,100,$449.65 ,$195.50 ,48326,26362,
3228,55,$788.92 ,$383.73 ,30728,17601,
727,250,"$1,136.59 ",$502.71 ,48326,27549,
160,250,$86.00 ,$99.93 ,30728,42240,
3610,55,$599.26 ,$254.65 ,30728,28214,
115,250,$128.85 ,$78.00 ,48326,41094,
1225,60,$367.01 ,$152.31 ,48326,37122,
2110,60,$511.89 ,$205.39 ,48326,37122,
1014,100,$430.14 ,$186.64 ,48326,26362,
1217,100,$516.25 ,$224.00 ,48326,26362,
1301,100,$551.88 ,$239.45 ,48326,26362,
814,250,$930.32 ,$577.30 ,30728,64153,
526,250,$813.62 ,$363.03 ,48326,12832,
156,250,$247.62 ,$149.78 ,30728,64153,
232,125,$88.60 ,$107.65 ,30728,48309,
125,200,$88.60 ,$107.83 ,30728,49783,
8110,55,"$1,032.40 ",$698.88 ,30728,49254,
151,250,$179.81 ,$109.24 ,48326,25703,
5457,55,"$1,363.16 ",$591.47 ,48326,11901,
1220,150,$666.00 ,$285.13 ,48326,49783,
1090,65,$88.60 ,$103.48 ,48326,44077,
278,175,$88.60 ,$106.85 ,48359,48326,
278,175,$88.60 ,$106.85 ,48326,48359,
1560,300,"$1,795.41 ",$783.77 ,30728,45320,
570,250,"$1,006.34 ",$470.90 ,30728,78041,
441,70,$104.10 ,$76.70 ,48309,48326,
441,70,$104.10 ,$76.70 ,48326,48309,
727,250,"$1,136.59 ",$500.26 ,48326,27549,
2565,250,"$1,529.00 ",$660.67 ,30728,28613,
204,125,$151.90 ,$71.68 ,48326,60085,
1303,55,$276.37 ,$111.27 ,48326,44077,
552,250,$380.33 ,$169.68 ,30728,37388,
552,250,$380.33 ,$169.68 ,30728,37388,
727,250,"$1,136.59 ",$499.85 ,48326,27549,
4430,55,$658.00 ,$310.75 ,30728,28214,
2570,250,"$1,531.98 ",$661.34 ,30728,28613,
557,200,$518.01 ,$221.77 ,47711,30728,
557,200,$518.01 ,$221.77 ,30728,47711,
1112,55,$271.22 ,$109.10 ,47711,30728,
1112,55,$271.22 ,$109.10 ,30728,47711,
2150,55,$397.75 ,$160.00 ,47711,30728,
2150,55,$397.75 ,$160.00 ,30728,47711,
2286,55,$422.91 ,$170.12 ,47711,30728,
2286,55,$422.91 ,$170.12 ,30728,47711,
1083,250,$778.03 ,$344.95 ,30728,42240,
375,60,$186.60 ,$111.73 ,30728,78041-5611,
1150,55,$357.77 ,$143.80 ,48309,30728,
1190,55,$252.40 ,$101.19 ,48326,44077,
1645,55,$348.90 ,$139.87 ,48326,44077,
8120,55,"$1,033.68 ",$665.72 ,49254,30728,
2600,150,"$1,502.05 ",$664.34 ,30728,48326,
251,250,$156.60 ,$117.31 ,30728,37416,
1230,60,$368.51 ,$151.36 ,48326,37122,
432,100,$293.95 ,$163.84 ,30728,49505,
618,250,$686.91 ,$303.81 ,30728,40245,
618,250,$686.91 ,$303.81 ,40245,30728,
680,55,$358.30 ,$177.77 ,48309,78041,
108,300,$86.00 ,$100.36 ,30728,43113,
708,70,$147.41 ,$79.95 ,48309,48326,
708,70,$147.41 ,$79.95 ,48326,48309,
1026,250,"$1,217.35 ",$500.87 ,48326,27302,
516,250,$355.52 ,$157.45 ,30728,37388,
545,250,$852.05 ,$371.96 ,48326,27549,
668,250,"$1,044.35 ",$455.90 ,48326,27549,
430,60,$88.60 ,$104.90 ,30728,48309,
9475,55,"$1,105.00 ",$445.26 ,48326,44077,
1414,55,$501.69 ,$222.63 ,48326,11901,
1485,250,"$1,171.65 ",$469.70 ,30728,42240,
410,300,$510.41 ,$301.07 ,30728,42240,
3340,55,$820.30 ,$338.39 ,30728,48174,
485,250,$736.65 ,$410.44 ,48326,30728,
1185,300,"$1,051.68 ",$423.79 ,30728,35046,
560,100,$325.25 ,$144.20 ,48326,30728,
5022,55,$656.38 ,$235.24 ,48326,45342,
518,250,$665.16 ,$288.70 ,30728,25276,
800,70,$88.60 ,$107.29 ,48326,49505,
501,250,$764.98 ,$307.99 ,48326,28637,
775,60,$299.60 ,$123.59 ,48326,37122,
150,250,$86.00 ,$99.93 ,30728,40601,
2791,55,$585.55 ,$205.38 ,48326,53151,
184,150,$105.98 ,$76.05 ,48326,60050,
630,250,$961.95 ,$386.96 ,48326,28613,
579,100,$271.44 ,$118.27 ,48326,25276,
1046,70,$163.28 ,$80.60 ,48309,48326,
1046,70,$163.28 ,$80.60 ,48326,48309,
5540,55,"$1,383.89 ",$591.03 ,48326,11901,
3564,55,$867.50 ,$359.70 ,30728,48174,
520,250,$793.99 ,$319.13 ,48326,28613,
2874,55,$705.85 ,$289.92 ,30728,48174,
1145,100,$455.37 ,$198.14 ,30728,45346,
635,60,$250.70 ,$101.02 ,48326,37122,
1665,55,$590.74 ,$260.54 ,48326,11901,
688,300,$787.90 ,$348.48 ,30728,42240,
650,300,$744.38 ,$329.23 ,30728,42240,
8200,55,"$1,043.86 ",$665.17 ,49254,30728,
675,60,$266.49 ,$107.29 ,48326,37122,
260,100,$192.24 ,$118.03 ,30707,78041,
2690,55,$660.66 ,$270.88 ,30728,48174,
1150,150,$109.12 ,$174.12 ,48326,48174,
450,150,$314.85 ,$191.76 ,48326,49783,
3718,55,$867.50 ,$374.17 ,30728,48174,
331,125,$88.60 ,$105.35 ,48326,46517,
175,175,$84.07 ,$76.70 ,48326,44114,
670,60,$264.52 ,$106.32 ,48326,37122,
7885,55,"$1,003.76 ",$666.27 ,30728,49254,
385,200,$231.88 ,$143.37 ,30728,37388,
550,250,$731.01 ,$293.31 ,30728,45320,
1830,55,$534.60 ,$230.96 ,48326,28214,
1405,55,$498.49 ,$218.97 ,48326,11901,
265,150,$86.00 ,$100.28 ,48326,45320,
265,150,$86.00 ,$100.28 ,48326,45320,
185,150,$86.00 ,$100.02 ,30728,48170,
1445,65,$449.54 ,$199.63 ,48326,30728,
667,100,$301.88 ,$129.78 ,48326,60188,
518,250,$790.93 ,$339.46 ,43506,27549,
7905,55,"$1,006.31 ",$665.72 ,30728,49254,
1550,55,$549.94 ,$241.08 ,48326,11901,
115,250,$86.00 ,$100.19 ,30728,48326,
2407,100,$474.66 ,$170.83 ,48375,48326,
2407,100,$474.66 ,$170.83 ,48326,48375,
4698,55,"$1,281.14 ",$662.66 ,47711,78041,
250,50,$127.00 ,$118.80 ,48326,78521,
1596,55,$484.39 ,$200.68 ,30728,48174,
750,60,$156.11 ,$76.70 ,48309,48326,
750,60,$156.11 ,$76.70 ,48326,48309,
7920,55,"$1,272.99 ",$665.71 ,30728,49254,
3852,55,$468.50 ,$175.75 ,48326,48174,
186,250,$350.33 ,$155.33 ,48326,27302,
300,100,$279.09 ,$164.68 ,43506,78041,
1142,85,$270.31 ,$101.40 ,48375,48326,
1142,85,$270.31 ,$101.40 ,48326,48375,
2240,250,"$1,335.26 ",$562.66 ,30728,28613,
1795,55,$629.20 ,$278.07 ,48326,11901,
700,175,$185.85 ,$150.66 ,30728,37388,
1210,60,$362.52 ,$145.96 ,48326,37122,
1285,60,$384.99 ,$155.00 ,48326,37122,
280,150,$88.60 ,$105.26 ,48326,45320,
850,250,$869.04 ,$449.62 ,30728,46219,
1120,200,$465.36 ,$183.05 ,30728,37388,
7960,55,"$1,013.31 ",$666.27 ,30728,49254,
4100,55,$658.00 ,$280.07 ,30728,28214,
1560,55,$480.64 ,$201.80 ,48326,19148,
673,55,$248.20 ,$111.73 ,48326,19054,
1520,60,$455.39 ,$183.03 ,48326,37122,
1110,60,$332.56 ,$133.66 ,48326,37122,
1545,60,$462.88 ,$186.04 ,48326,37122,
1740,250,"$1,632.47 ",$832.61 ,48326,28637,
2100,250,"$1,251.81 ",$526.16 ,30728,28613,
1150,55,$357.77 ,$143.80 ,30728,48309,
1317,55,$399.71 ,$160.65 ,30728,44077,
116,250,$86.00 ,$100.36 ,30728,48326,
275,150,$86.00 ,$99.93 ,30728,29693,
1045,250,"$1,239.89 ",$499.62 ,48326,27302,
1006,70,$170.52 ,$76.38 ,48375,48326,
1006,70,$170.52 ,$76.38 ,48326,48375,
1562,55,$554.20 ,$240.96 ,48326,11901,
1078,100,$457.29 ,$192.00 ,48326,26362,
1770,55,$628.00 ,$273.04 ,48326,11901,
1354,100,$574.37 ,$241.15 ,48326,26362,
238,150,$86.51 ,$76.70 ,48326,48188,
550,250,$611.33 ,$264.06 ,30728,40069,
2559,55,$571.94 ,$215.43 ,47711,48326,
2559,55,$571.94 ,$215.43 ,48326,47711,
2378,65,$322.69 ,$119.58 ,48326,48060,
700,175,$339.22 ,$149.92 ,30728,37388,
535,300,"$1,129.39 ",$511.15 ,30728,78041,
5177,55,"$1,293.21 ",$542.95 ,48326,11901,
1490,250,"$1,726.61 ",$765.51 ,43506,27549,
1832,55,$353.60 ,$151.64 ,48326,44077,
225,150,$88.60 ,$102.60 ,30728,45320,
605,85,$360.04 ,$144.95 ,48326,38024,
1126,100,$477.65 ,$200.13 ,48326,26362,
465,300,$758.30 ,$408.11 ,30728,45320,
1676,55,$491.20 ,$208.73 ,30728,48174,
816,250,"$1,008.70 ",$428.63 ,30728,45346,
5147,55,$971.24 ,$410.30 ,48326,28214,
1664,55,$491.20 ,$206.99 ,30728,48174,
305,100,$270.63 ,$171.02 ,30728,88068,
1112,55,$394.54 ,$170.84 ,48326,11901,
675,85,$401.69 ,$161.31 ,48326,38024,
1149,55,$216.24 ,$81.45 ,48326,48883,
3660,60,$440.30 ,$235.27 ,48326,46706,
2556,55,$627.75 ,$252.74 ,30728,48174,
2495,250,"$1,152.00 ",$461.83 ,30728,30165,
648,250,$670.42 ,$296.89 ,30728,38305,
4100,55,$658.00 ,$277.74 ,30728,28214,
2740,55,$672.94 ,$270.70 ,30728,48174,
2340,55,$574.70 ,$231.18 ,30728,48174,
305,300,$364.32 ,$211.55 ,30728,37091,
4100,55,$943.50 ,$404.94 ,48326,28214,
111,250,$88.60 ,$102.51 ,30728,64153,
1292,55,$281.40 ,$106.43 ,48326,45342,
668,250,$691.11 ,$305.67 ,30728,40601,
3378,55,$829.64 ,$333.46 ,30728,48174,
2014,55,$494.64 ,$198.81 ,30728,48174,
4100,55,$658.00 ,$277.50 ,30728,28214,
240,150,$86.00 ,$100.28 ,30728,40245,
240,150,$86.00 ,$100.28 ,40245,30728,
11219,60,"$1,567.29 ",$630.48 ,48326,54220,
375,100,$212.10 ,$109.33 ,48326,25507,
9000,55,"$1,124.00 ",$466.45 ,30728,28214,
700,200,$803.19 ,$338.45 ,48326,30728,
1200,300,"$1,474.68 ",$654.88 ,43506,30728,
1200,300,"$1,474.68 ",$654.88 ,30728,43506,
2844,55,$698.49 ,$280.26 ,30728,48174,
1674,55,$491.20 ,$207.16 ,30728,48174,
615,250,$828.53 ,$333.58 ,30728,43113,
1136,250,"$1,347.86 ",$598.08 ,48326,27549,
1357,300,$734.89 ,$324.13 ,30728,37416,
200,300,$278.78 ,$165.77 ,30728,42301,
735,250,"$1,297.64 ",$583.05 ,30728,78041,
2295,55,$563.65 ,$225.77 ,30728,48174,
1283,250,$995.61 ,$419.53 ,30728,28613,
4600,55,$658.00 ,$310.07 ,30728,28214,
100,250,$88.60 ,$102.51 ,30728,49783,
800,55,$124.88 ,$76.70 ,48309,48326,
800,55,$124.88 ,$76.70 ,48326,48309,
1080,100,$286.85 ,$131.38 ,30728,37122,
980,300,"$1,630.40 ",$926.30 ,30728,78041,
1337,65,$283.58 ,$121.61 ,48326,44077,
1617,65,$342.97 ,$147.07 ,48326,44077,
140,250,$120.76 ,$74.75 ,43506,48026,
5986,60,"$1,024.80 ",$442.74 ,48326,37122,
581,250,$866.50 ,$372.52 ,30728,49505,
280,150,$86.00 ,$100.28 ,30728,35046,
335,70,$181.99 ,$132.91 ,48309,78041,
5075,55,$645.54 ,$230.36 ,48326,44077,
845,85,$88.60 ,$106.32 ,48326,48051,
485,300,$618.55 ,$374.24 ,30728,40601,
298,100,$88.60 ,$106.23 ,30728,60050,
2270,200,"$1,175.41 ",$507.82 ,47711,30728,
2270,200,"$1,175.41 ",$507.82 ,30728,47711,
923,70,$86.00 ,$100.36 ,48375,48326,
923,70,$86.00 ,$100.36 ,48326,48375,
728,300,"$1,298.68 ",$571.60 ,48326,27549,
600,175,$612.96 ,$267.14 ,30728,60803,
1232,55,$192.32 ,$79.95 ,48326,48174,
3524,55,$787.61 ,$291.87 ,47711,48326,
