WEIGHT,CLASS,GROSS CHG,NET,ORG ZIP,DEST ZIP,
560,125,$148.68 ,$150.66 ,30728,37388,
130,250,$88.60 ,$102.51 ,30728,37355,
173,150,$86.00 ,$100.36 ,30728,30165,
80,150,$86.00 ,$100.28 ,30728,48326,
70,150,$86.00 ,$100.28 ,30728,48170,
111,150,$88.60 ,$102.60 ,30728,48326,
120,100,$86.00 ,$100.19 ,30728,48326,
55,250,$86.00 ,$100.19 ,30728,48326,
60,125,$86.00 ,$100.19 ,30728,48326,
23,150,$75.00 ,$89.02 ,30728,39046,
150,150,$259.74 ,$101.48 ,30728,35490,
100,150,$86.00 ,$99.93 ,30728,48326,
181,55,$98.50 ,$121.60 ,48326,19054,
229,100,$111.87 ,$115.64 ,30728,38063,
132,55,$78.50 ,$76.70 ,48326,48883,
77,150,$78.50 ,$74.75 ,48326,48188,
134,150,$78.50 ,$74.75 ,48326,48188,
96,150,$78.50 ,$74.75 ,48326,48188,
104,150,$78.50 ,$74.75 ,48326,48188,
137,250,$88.60 ,$107.03 ,30728,37355,
134,55,$78.50 ,$76.38 ,48326,48883,
128,250,$86.00 ,$99.93 ,30728,37416,
95,250,$88.60 ,$102.95 ,30728,35490,
64,100,$95.22 ,$117.31 ,30728,78041,
540,100,$129.82 ,$115.64 ,30728,37421,
154,150,$88.60 ,$103.48 ,48326,44621,
500,250,$760.45 ,$410.59 ,48326,49783,
200,55,$86.00 ,$145.96 ,30728,49783,
150,125,$86.00 ,$145.96 ,30728,49783,
68,250,$86.00 ,$100.19 ,30728,48326,
200,150,$88.60 ,$138.65 ,48326,45103,
585,60,$151.57 ,$115.41 ,30728,37122,
250,55,$86.00 ,$145.79 ,30728,49783,
420,55,$108.82 ,$117.31 ,30728,37040,
595,150,$228.66 ,$262.69 ,49237,60611,
141,100,$104.26 ,$116.60 ,30728,78041,
140,150,$88.60 ,$103.48 ,48326,40601,
280,100,$98.78 ,$116.60 ,30728,38501,
136,70,$82.40 ,$80.60 ,43506,60108,
1645,250,"$1,810.20 ","$1,387.63 ",30728,48326,
540,55,$292.30 ,$203.28 ,30728,11901,
62,150,$86.00 ,$100.28 ,30728,65202,
202,70,$99.75 ,$115.17 ,30728,60108,
200,175,$123.90 ,$153.51 ,30728,29170,
552,100,$159.25 ,$116.60 ,30728,37388,
60,300,$86.00 ,$100.28 ,48326,30728,
130,100,$96.12 ,$115.64 ,30728,78041,
74,100,$95.22 ,$115.64 ,30728,78041,
54,100,$95.22 ,$115.64 ,30728,78041,
125,150,$78.50 ,$76.70 ,48326,49036,
500,70,$134.15 ,$120.21 ,30728,40601,
317,55,$88.60 ,$105.17 ,30728,45342,
122,100,$95.22 ,$115.41 ,30728,78041,
104,100,$95.22 ,$115.41 ,30728,78041,
100,55,$82.40 ,$79.95 ,48326,45342,
2090,60,$359.48 ,$199.55 ,48326,45845,
67,70,$78.50 ,$74.75 ,49242,48326,
115,55,$78.50 ,$74.75 ,48326,48883,
160,150,$86.00 ,$100.28 ,48326,45320,
30,250,$88.60 ,$103.48 ,30728,64153,
45,300,$88.60 ,$103.48 ,30728,64153,
330,60,$88.60 ,$107.83 ,43506,49783,
345,175,$88.60 ,$249.71 ,48326,49442,
120,200,$88.60 ,$102.33 ,30728,29170,
148,55,$78.50 ,$74.43 ,48326,48883,
150,150,$88.60 ,$105.17 ,48326,49783,
2786,85,$885.11 ,$471.48 ,48359,49783,
345,65,$88.60 ,$106.85 ,48326,44077,
338,70,$105.90 ,$120.21 ,30728,40245,
338,70,$105.90 ,$120.21 ,40245,30728,
88,175,$88.60 ,$102.95 ,30728,64153,
150,70,$78.50 ,$80.60 ,43506,43420,
288,100,$101.61 ,$117.31 ,30728,38501,
216,60,$114.20 ,$112.90 ,30728,60018,
1285,300,"$1,358.13 ",$788.22 ,30728,42240,
194,70,$78.50 ,$80.28 ,48309,48326,
194,70,$78.50 ,$80.28 ,48326,48309,
115,85,$86.00 ,$100.10 ,48326,38024,
183,55,$97.48 ,$117.07 ,48326,19054,
154,150,$86.00 ,$100.10 ,48326,44663,
193,55,$97.48 ,$116.83 ,48326,19054,
143,250,$88.60 ,$107.74 ,30728,37355,
222,70,$78.50 ,$79.95 ,48309,48326,
222,70,$78.50 ,$79.95 ,48326,48309,
80,250,$86.00 ,$100.45 ,30728,62263,
733,60,$86.00 ,$135.10 ,48326,45845,
162,150,$86.00 ,$100.10 ,30728,42240,
160,55,$97.48 ,$116.60 ,48326,19054,
237,100,$88.60 ,$107.29 ,48326,60188,
127,175,$78.50 ,$78.00 ,48326,48188,
143,70,$78.50 ,$78.33 ,48326,49505,
1200,300,"$2,797.20 ","$1,127.16 ",48326,30728,
95,250,$315.95 ,$119.02 ,30728,24523,
150,150,$86.00 ,$100.36 ,30728,40601,
157,150,$88.60 ,$145.26 ,48326,30102,
385,125,$123.90 ,$150.66 ,30728,37388,
1586,150,"$1,737.00 ",$744.34 ,30728,46706,
185,125,$86.00 ,$100.19 ,48326,44663,
155,150,$86.00 ,$100.02 ,30728,35490,
360,55,$86.00 ,$100.19 ,48326,44077,
67,70,$78.50 ,$74.75 ,48326,49242,
290,100,$102.31 ,$116.60 ,30728,38501,
564,100,$162.71 ,$115.88 ,30728,37388,
292,100,$103.02 ,$117.31 ,30728,38501,
192,55,$233.22 ,$182.27 ,48309,78041,
295,60,$88.60 ,$107.03 ,48326,37122,
175,150,$88.60 ,$107.29 ,48326,45320,
232,60,$88.60 ,$107.29 ,48309,30728,
246,55,$86.00 ,$100.36 ,30728,45801,
277,55,$120.22 ,$115.64 ,48326,19054,
255,55,$110.67 ,$115.64 ,48326,19054,
159,55,$97.48 ,$115.64 ,48326,19054,
183,55,$97.48 ,$115.64 ,48326,19054,
183,55,$97.48 ,$115.64 ,48326,19054,
212,55,$97.48 ,$115.64 ,48326,19148,
206,55,$97.48 ,$115.64 ,48326,19148,
224,55,$97.48 ,$115.64 ,48326,19148,
592,55,$116.66 ,$194.48 ,30728,18343,
230,60,$86.00 ,$100.10 ,48326,37122,
1275,85,$367.46 ,$212.56 ,48326,45845,
160,70,$88.60 ,$106.85 ,48309,30728,
209,70,$88.60 ,$106.85 ,48309,30728,
143,250,$88.60 ,$106.32 ,30728,37355,
102,250,$86.00 ,$100.28 ,30728,42240,
180,150,$86.00 ,$164.93 ,48326,30102,
239,55,$103.73 ,$115.17 ,48326,19054,
231,55,$100.25 ,$115.17 ,48326,19054,
130,100,$96.12 ,$111.73 ,30728,78041,
130,100,$96.12 ,$111.73 ,30728,78041,
110,100,$92.00 ,$111.73 ,30728,78041,
110,100,$92.00 ,$111.73 ,30728,78041,
10,100,$92.00 ,$111.73 ,30728,78041,
15,150,$92.00 ,$111.73 ,30728,78045,
175,55,$78.50 ,$80.60 ,43506,48071,
186,125,$86.00 ,$99.85 ,30728,28637,
354,175,$573.37 ,$555.49 ,30728,88008,
45,250,$86.00 ,$100.45 ,30728,64153,
194,70,$78.50 ,$78.65 ,48309,48326,
185,70,$78.50 ,$78.65 ,43506,43420,
194,70,$78.50 ,$78.65 ,48326,48309,
320,85,$86.00 ,$100.36 ,48326,48051,
144,55,$78.50 ,$77.03 ,48326,44114,
82,100,$78.50 ,$77.03 ,48326,44114,
76,150,$86.00 ,$100.28 ,30728,64153,
25,150,$86.00 ,$100.28 ,30728,64153,
60,300,$86.00 ,$100.28 ,30728,48326,
75,200,$135.68 ,$117.31 ,40299,78041,
165,150,$86.00 ,$100.10 ,48326,49315,
250,55,$88.60 ,$106.05 ,48309,30728,
192,70,$78.50 ,$78.33 ,48309,48326,
192,70,$78.50 ,$78.33 ,48326,48309,
166,150,$86.00 ,$100.45 ,48326,45320,
35,300,$86.00 ,$99.93 ,30728,64153,
16,300,$78.50 ,$76.70 ,48326,46809,
580,150,$88.60 ,$243.02 ,48326,45320,
436,55,$112.97 ,$115.41 ,30728,37040,
514,55,$107.01 ,$80.28 ,48326,48174,
555,55,$88.60 ,$102.51 ,48326,44077,
182,70,$78.50 ,$78.00 ,48309,48326,
270,70,$78.50 ,$78.00 ,48309,48326,
182,70,$78.50 ,$78.00 ,48326,48309,
270,70,$78.50 ,$78.00 ,48326,48309,
2764,85,$664.47 ,$330.48 ,48326,45845,
204,100,$118.52 ,$118.64 ,30728,26362,
75,150,$88.60 ,$107.29 ,30728,49783,
117,55,$78.50 ,$76.38 ,48326,44114,
194,60,$88.60 ,$105.26 ,48309,30728,
232,70,$88.60 ,$105.26 ,48309,30728,
85,250,$86.00 ,$100.45 ,30728,45320,
2052,250,"$3,077.98 ","$1,264.23 ",48326,27302,
158,65,$115.00 ,$142.26 ,30728,78041,
575,300,"$1,604.06 ",$644.16 ,30728,46809,
100,150,$88.60 ,$106.85 ,30728,49783,
618,70,$240.65 ,$115.41 ,48326,43506,
618,70,$240.65 ,$115.41 ,43506,48326,
121,55,$78.50 ,$76.05 ,48326,44114,
1219,300,"$1,218.31 ",$720.31 ,30728,42240,
442,55,$114.52 ,$115.88 ,30728,37040,
2348,300,"$1,449.84 ",$610.42 ,30728,37416,
565,300,$525.68 ,$448.81 ,43506,60473,
229,70,$78.50 ,$77.03 ,48309,48326,
229,70,$78.50 ,$77.03 ,48326,48309,
313,100,$110.43 ,$121.84 ,30728,38501,
635,60,$164.53 ,$116.60 ,30728,37122,
300,150,$86.00 ,$200.19 ,48326,49783,
134,150,$75.00 ,$89.40 ,40218,30728,
134,150,$75.00 ,$89.40 ,30728,40218,
150,100,$86.00 ,$100.36 ,30728,43506,
150,100,$86.00 ,$100.36 ,43506,30728,
234,55,$78.50 ,$76.70 ,43537,43506,
184,70,$78.50 ,$76.70 ,48309,48326,
234,55,$78.50 ,$76.70 ,43506,43537,
184,70,$78.50 ,$76.70 ,48326,48309,
545,150,$343.19 ,$256.93 ,48326,49783,
188,55,$97.48 ,$111.73 ,48326,19054,
1200,300,"$2,797.20 ","$1,127.16 ",30728,48326,
364,65,$88.60 ,$106.85 ,48326,44077,
1145,250,"$1,581.18 ",$989.38 ,30728,64153,
50,150,$88.60 ,$105.26 ,30728,49783,
270,70,$78.50 ,$76.38 ,48309,48326,
270,70,$78.50 ,$76.38 ,48326,48309,
232,60,$88.60 ,$107.29 ,30728,48309,
500,55,$104.10 ,$76.38 ,48309,48326,
500,55,$104.10 ,$76.38 ,48326,48309,
80,150,$88.60 ,$105.17 ,30728,49783,
2098,150,"$1,472.64 ",$576.95 ,48326,25276,
640,60,$165.82 ,$116.60 ,30728,37122,
125,150,$88.60 ,$105.26 ,30728,48170,
471,55,$86.00 ,$145.96 ,30728,45342,
143,250,$88.60 ,$102.51 ,30728,37355,
200,55,$88.60 ,$102.95 ,48309,30728,
200,55,$88.60 ,$102.95 ,48309,30728,
194,70,$88.60 ,$102.95 ,48309,30728,
160,70,$88.60 ,$106.85 ,30728,48309,
209,70,$88.60 ,$106.85 ,30728,48309,
219,70,$78.50 ,$76.05 ,48309,48326,
171,70,$78.50 ,$76.05 ,48309,48326,
219,70,$78.50 ,$76.05 ,48326,48309,
171,70,$78.50 ,$76.05 ,48326,48309,
215,300,$88.60 ,$217.65 ,43506,48326,
215,300,$88.60 ,$217.65 ,48326,43506,
752,85,$288.20 ,$167.77 ,48326,45845,
232,70,$88.60 ,$102.69 ,48309,30728,
150,150,$104.96 ,$120.70 ,48326,30728,
108,50,$84.80 ,$78.98 ,48326,53144,
280,175,$147.48 ,$143.25 ,30728,37388,
525,150,$139.39 ,$151.90 ,30728,37388,
321,70,$129.97 ,$103.36 ,48326,60188,
250,55,$88.60 ,$106.05 ,30728,48309,
131,150,$78.50 ,$76.38 ,43506,49505,
125,150,$86.00 ,$100.10 ,48326,30728,
152,175,$88.60 ,$107.29 ,48326,44621,
425,60,$82.40 ,$120.44 ,49237,46158,
65,150,$88.60 ,$103.48 ,30728,49783,
95,250,$78.50 ,$76.38 ,48326,48170,
175,50,$177.66 ,$182.74 ,48326,78521,
190,100,$88.60 ,$106.32 ,30728,60050,
260,55,$84.34 ,$78.00 ,43506,44114,
194,60,$88.60 ,$105.26 ,30728,48309,
232,70,$88.60 ,$105.26 ,30728,48309,
177,150,$88.60 ,$102.51 ,30728,42240,
138,85,$103.50 ,$76.70 ,48326,60085,
139,175,$78.50 ,$79.95 ,48326,48188,
735,55,$86.00 ,$145.79 ,47711,30728,
735,55,$86.00 ,$145.79 ,30728,47711,
129,85,$84.80 ,$78.00 ,48326,53144,
123,85,$84.80 ,$76.38 ,48326,60085,
60,150,$88.60 ,$102.69 ,30728,49783,
204,125,$119.58 ,$110.67 ,48326,25276,
303,55,$104.20 ,$80.60 ,48326,44023,
121,250,$86.00 ,$100.28 ,30728,30014,
168,175,$97.65 ,$121.09 ,30728,40601,
150,55,$86.00 ,$100.45 ,48309,30728,
225,55,$86.00 ,$100.45 ,48309,30728,
200,55,$86.00 ,$100.36 ,48309,30728,
150,150,$86.00 ,$99.85 ,48326,40601,
165,150,$88.60 ,$106.23 ,48326,49783,
296,55,$215.35 ,$85.17 ,48326,53144,
279,55,$95.95 ,$80.28 ,48326,44114,
240,70,$86.00 ,$100.19 ,48309,30728,
285,55,$86.00 ,$100.10 ,48309,30728,
200,55,$86.00 ,$100.10 ,48309,30728,
222,55,$86.00 ,$100.10 ,48309,30728,
240,70,$86.00 ,$100.10 ,48309,30728,
204,125,$119.58 ,$109.96 ,48326,25276,
273,65,$88.60 ,$102.60 ,30728,44077,
629,150,$88.60 ,$216.85 ,49237,48326,
267,55,$89.18 ,$79.95 ,49237,44114,
1260,85,$232.97 ,$143.13 ,30728,37388,
176,150,$86.00 ,$100.28 ,48326,45320,
311,55,$100.89 ,$76.70 ,43506,44114,
308,55,$99.92 ,$76.70 ,43506,44114,
220,150,$88.60 ,$107.83 ,48326,48203,
975,60,$86.00 ,$165.36 ,48326,45845,
322,55,$104.46 ,$78.00 ,43506,44114,
155,150,$71.60 ,$78.85 ,30728,30165,
211,125,$86.00 ,$100.36 ,48326,49505,
200,55,$88.60 ,$102.95 ,30728,48309,
200,55,$88.60 ,$102.95 ,30728,48309,
194,70,$88.60 ,$102.95 ,30728,48309,
80,250,$86.00 ,$100.45 ,48326,30728,
100,250,$88.60 ,$102.51 ,30728,40245,
100,250,$88.60 ,$102.51 ,40245,30728,
90,250,$86.00 ,$100.19 ,30728,45320,
177,150,$86.00 ,$100.19 ,30728,42240,
232,70,$88.60 ,$102.69 ,30728,48309,
261,55,$84.67 ,$76.05 ,43506,44114,
209,55,$88.60 ,$102.60 ,48326,28214,
162,150,$88.60 ,$102.51 ,30728,40245,
162,150,$88.60 ,$102.51 ,40245,30728,
518,250,$678.94 ,$410.60 ,30728,45404,
114,250,$86.00 ,$100.19 ,30728,35046,
300,55,$86.00 ,$100.19 ,48309,30728,
150,150,$104.96 ,$120.70 ,30728,48326,
300,55,$86.00 ,$100.10 ,48309,30728,
75,150,$84.80 ,$74.43 ,48326,60085,
102,250,$86.00 ,$100.19 ,30728,40601,
280,65,$88.60 ,$103.40 ,30728,44077,
60,150,$86.00 ,$99.93 ,30728,49783,
125,150,$86.00 ,$100.10 ,30728,48326,
130,150,$86.00 ,$99.93 ,48326,30728,
155,125,$78.50 ,$78.33 ,48326,49505,
805,100,$160.27 ,$150.29 ,30728,37388,
73,250,$140.07 ,$116.60 ,30728,78041,
387,55,$263.90 ,$103.44 ,48326,60085,
180,150,$86.00 ,$100.28 ,30728,42240,
240,55,$90.00 ,$109.26 ,30728,21226,
75,150,$84.80 ,$76.70 ,40299,48326,
75,150,$84.80 ,$76.70 ,48326,40299,
280,200,$168.64 ,$153.14 ,30728,37388,
213,55,$78.50 ,$78.00 ,48326,44114,
530,85,$86.00 ,$100.36 ,48326,48051,
159,250,$86.00 ,$165.45 ,48326,40601,
530,55,$133.08 ,$80.60 ,48326,48883,
238,55,$101.27 ,$122.09 ,30728,19054,
292,65,$88.60 ,$106.32 ,30728,44077,
149,250,$86.00 ,$100.36 ,30728,37355,
150,55,$86.00 ,$100.45 ,30728,48309,
225,55,$86.00 ,$100.45 ,30728,48309,
200,55,$86.00 ,$100.36 ,30728,48309,
170,100,$86.00 ,$100.36 ,30728,48071,
96,125,$87.90 ,$78.98 ,48326,42276,
149,250,$86.00 ,$100.19 ,30728,37355,
300,55,$86.00 ,$100.19 ,30728,48309,
240,70,$86.00 ,$100.19 ,30728,48309,
254,70,$86.00 ,$100.19 ,30728,60108,
527,100,$225.08 ,$143.49 ,30728,28677,
300,55,$86.00 ,$100.10 ,30728,48309,
285,55,$86.00 ,$100.10 ,30728,48309,
200,55,$86.00 ,$100.10 ,30728,48309,
222,55,$86.00 ,$100.10 ,30728,48309,
240,70,$86.00 ,$100.10 ,30728,48309,
149,250,$86.00 ,$99.93 ,30728,37355,
85,400,$86.00 ,$145.96 ,30728,45356,
150,150,$86.00 ,$100.45 ,30728,45346,
100,175,$87.90 ,$79.95 ,47711,48326,
100,175,$87.90 ,$79.95 ,48326,47711,
225,70,$97.65 ,$111.73 ,48326,19950,
1300,200,"$1,284.17 ",$559.84 ,48326,49783,
258,55,$86.17 ,$76.70 ,49237,44114,
150,55,$78.50 ,$76.70 ,48326,44114,
153,55,$78.50 ,$76.70 ,48326,44114,
155,125,$78.50 ,$76.70 ,48326,49505,
1050,150,$573.20 ,$347.15 ,48326,49783,
321,55,$104.13 ,$74.75 ,43506,44114,
509,55,$127.81 ,$76.05 ,48326,48883,
335,150,$86.00 ,$198.49 ,48326,45015,
514,55,$129.07 ,$76.70 ,48326,48883,
80,250,$86.00 ,$100.45 ,30728,48326,
629,100,$250.78 ,$176.24 ,30728,40601,
128,250,$86.00 ,$100.45 ,30728,30165,
1390,250,"$1,044.59 ",$625.11 ,30728,42240,
480,100,$277.98 ,$133.36 ,30728,37416,
900,200,"$1,120.40 ",$505.42 ,48326,49783,
111,250,$88.60 ,$105.35 ,30728,40601,
250,100,$88.60 ,$106.32 ,30728,42301,
165,125,$78.50 ,$76.05 ,48326,49505,
155,125,$84.80 ,$80.60 ,48326,53144,
185,150,$86.00 ,$100.19 ,48326,45320,
152,150,$86.00 ,$100.28 ,30728,45346,
105,70,$151.90 ,$71.68 ,48326,60085,
723,250,"$1,688.06 ",$677.89 ,30728,49036,
165,150,$86.00 ,$100.19 ,48326,49783,
150,200,$88.60 ,$105.17 ,48326,49315,
175,150,$88.60 ,$106.05 ,48326,49783,
152,150,$86.00 ,$99.93 ,30728,45320,
222,125,$86.00 ,$100.28 ,48326,49505,
580,55,$313.95 ,$185.24 ,30728,11901,
383,85,$88.60 ,$106.32 ,48359,48326,
383,85,$88.60 ,$106.32 ,48326,48359,
173,85,$99.65 ,$79.95 ,48326,53144,
130,150,$86.00 ,$99.93 ,30728,48326,
130,150,$86.00 ,$99.93 ,30728,48170,
629,150,$88.60 ,$216.85 ,48326,49237,
175,150,$88.60 ,$105.43 ,48326,49783,
90,55,$87.90 ,$76.70 ,47711,48326,
114,55,$87.90 ,$76.70 ,47711,48326,
90,55,$87.90 ,$76.70 ,48326,47711,
114,55,$87.90 ,$76.70 ,48326,47711,
161,250,$88.60 ,$105.08 ,30728,37355,
360,150,$86.00 ,$145.88 ,30728,37355,
1680,85,"$1,351.56 ",$851.98 ,48326,88008,
540,60,$113.72 ,$82.72 ,30728,30165,
208,150,$97.65 ,$120.60 ,30728,40601,
225,150,$88.60 ,$103.40 ,48326,48203,
502,70,$104.52 ,$78.98 ,48309,48326,
502,70,$104.52 ,$78.98 ,48326,48309,
232,85,$86.00 ,$99.93 ,48309,30728,
4410,150,"$1,676.64 ",$902.95 ,30728,28762,
1200,60,$86.00 ,$135.19 ,48326,45845,
351,55,$152.33 ,$115.41 ,48326,19054,
117,250,$86.00 ,$100.36 ,48326,49505,
1115,300,"$1,457.00 ",$586.10 ,48326,46809,
155,250,$86.00 ,$100.45 ,30728,37355,
250,250,$709.83 ,$306.67 ,30728,48170,
148,125,$151.90 ,$71.68 ,48326,60085,
110,150,$86.00 ,$100.19 ,30728,49783,
432,100,$103.85 ,$117.31 ,30728,37416,
175,150,$88.25 ,$82.92 ,30728,30165,
175,150,$86.00 ,$100.36 ,30728,40601,
126,250,$86.00 ,$164.93 ,30728,64153,
145,150,$75.00 ,$88.80 ,30728,39110,
225,175,$95.22 ,$118.03 ,48326,48184,
583,55,$88.60 ,$105.26 ,47711,30728,
583,55,$88.60 ,$105.26 ,30728,47711,
288,60,$116.61 ,$76.70 ,48326,60085,
184,100,$105.98 ,$76.70 ,48326,60050,
242,70,$92.18 ,$76.70 ,48326,45030,
158,85,$89.36 ,$76.70 ,48326,60085,
109,250,$86.00 ,$100.19 ,30728,40601,
208,85,$99.18 ,$78.00 ,48326,53144,
80,100,$126.00 ,$115.41 ,48326,78041,
610,55,$88.60 ,$105.26 ,30728,28214,
591,65,$86.00 ,$145.79 ,30728,44077,
241,55,$91.80 ,$76.38 ,48326,45030,
432,100,$124.63 ,$115.64 ,30728,37388,
43,100,$126.00 ,$115.17 ,48326,78041,
500,70,$162.00 ,$108.26 ,48326,25507,
687,150,$88.60 ,$217.29 ,49237,48326,
250,100,$88.60 ,$102.51 ,30728,42301,
62,55,$87.90 ,$74.75 ,47711,48326,
62,55,$87.90 ,$74.75 ,48326,47711,
166,125,$95.62 ,$78.98 ,48326,60050,
509,70,$105.97 ,$78.33 ,48309,48326,
509,70,$105.97 ,$78.33 ,48326,48309,
559,70,$86.00 ,$134.93 ,30728,45845,
125,150,$86.00 ,$100.28 ,30728,64153,
110,250,$86.00 ,$100.19 ,30728,40601,
155,175,$78.50 ,$80.28 ,48326,48359,
155,175,$78.50 ,$80.28 ,48359,48326,
1042,300,$761.48 ,$348.76 ,30728,37416,
650,85,$377.52 ,$197.33 ,48326,30728,
342,55,$88.60 ,$107.03 ,30728,48174,
416,65,$88.60 ,$107.29 ,48326,44077,
169,125,$97.34 ,$79.95 ,48326,60050,
520,250,$577.98 ,$346.27 ,30728,40245,
520,250,$577.98 ,$346.27 ,40245,30728,
265,250,$470.38 ,$304.88 ,48326,30728,
205,100,$88.60 ,$102.60 ,30728,60050,
505,55,$86.00 ,$99.93 ,47711,48326,
505,55,$86.00 ,$99.93 ,48326,47711,
100,50,$127.00 ,$119.58 ,48326,78521,
517,70,$107.64 ,$78.98 ,48309,48326,
517,70,$107.64 ,$78.98 ,48326,48309,
560,250,$399.95 ,$282.51 ,49237,48326,
256,150,$86.00 ,$100.28 ,30728,37416,
1395,100,$647.42 ,$384.75 ,48326,19605,
708,55,$300.76 ,$166.58 ,30728,53151,
1045,100,$251.22 ,$122.09 ,30728,37416,
82,250,$86.00 ,$100.10 ,30728,49503,
232,85,$86.00 ,$99.93 ,30728,48309,
587,55,$354.80 ,$156.17 ,48326,11901,
270,60,$113.29 ,$76.70 ,48326,53207,
595,300,$681.39 ,$409.35 ,30728,42240,
100,50,$127.00 ,$118.90 ,48326,78521,
179,150,$90.27 ,$82.72 ,30728,30165,
176,125,$82.12 ,$76.05 ,48326,49505,
160,175,$88.60 ,$103.40 ,30728,40601,
66,300,$77.00 ,$93.56 ,48326,38382,
444,100,$106.74 ,$116.83 ,30728,37416,
125,250,$86.00 ,$100.36 ,30728,35046,
168,250,$88.60 ,$105.17 ,30728,37355,
134,175,$75.00 ,$89.35 ,30728,40258,
134,175,$75.00 ,$89.35 ,40258,30728,
1051,100,$252.66 ,$121.84 ,30728,37416,
90,250,$88.60 ,$106.41 ,30728,48170,
1100,55,$342.21 ,$183.14 ,48326,30728,
90,250,$88.60 ,$106.23 ,30728,48170,
329,70,$88.60 ,$102.60 ,30728,45342,
405,85,$88.60 ,$106.85 ,48326,48051,
171,300,$350.58 ,$240.79 ,48326,38382,
690,55,$279.38 ,$155.77 ,30728,49042,
549,250,$838.27 ,$452.02 ,48326,28677,
1500,85,$432.30 ,$208.75 ,48326,45845,
1325,250,"$1,481.62 ",$861.49 ,48326,30728,
155,150,$78.50 ,$78.98 ,48326,49505,
99,300,$88.60 ,$105.35 ,30728,38305,
2400,85,$856.32 ,$448.87 ,48326,30728,
574,250,$638.00 ,$374.56 ,30728,40245,
574,250,$638.00 ,$374.56 ,40245,30728,
376,55,$163.18 ,$118.03 ,48326,19148,
383,85,$86.00 ,$100.45 ,48359,48326,
383,85,$86.00 ,$100.45 ,48326,48359,
538,70,$112.01 ,$80.60 ,48309,48326,
538,70,$112.01 ,$80.60 ,48326,48309,
626,300,$774.42 ,$466.02 ,30728,40601,
1120,250,$804.61 ,$469.77 ,30728,42240,
270,70,$124.09 ,$78.00 ,48326,53144,
90,250,$88.60 ,$105.17 ,30728,48170,
12302,55,"$1,359.37 ",$587.30 ,48326,44077,
231,60,$103.26 ,$80.60 ,48326,54220,
522,55,$226.55 ,$116.83 ,48326,19148,
64,60,$248.88 ,$97.78 ,30728,78577,
3174,55,$530.38 ,$230.61 ,48326,49042,
2824,55,$471.89 ,$205.18 ,48326,49042,
358,55,$155.37 ,$111.73 ,48326,19148,
311,65,$88.60 ,$103.48 ,30728,44077,
1535,250,"$1,716.44 ",$988.92 ,48326,30728,
3220,250,"$2,914.42 ","$1,665.18 ",48326,30728,
250,85,$88.60 ,$105.17 ,30728,48170,
844,55,$86.00 ,$145.96 ,47711,30728,
844,55,$86.00 ,$145.96 ,30728,47711,
533,250,$592.43 ,$344.42 ,30728,40245,
533,250,$592.43 ,$344.42 ,40245,30728,
550,250,$611.33 ,$355.09 ,30728,40245,
550,250,$611.33 ,$355.09 ,40245,30728,
292,60,$122.52 ,$76.70 ,48326,53207,
608,250,$808.09 ,$430.59 ,30728,45320,
512,300,$680.45 ,$394.11 ,30728,40245,
512,300,$680.45 ,$394.11 ,40245,30728,
258,60,$108.26 ,$74.75 ,48326,53207,
1325,250,"$2,368.00 ",$974.30 ,30728,64153,
302,65,$86.00 ,$99.93 ,30728,44077,
583,300,$667.65 ,$390.74 ,30728,42240,
1090,250,"$1,326.53 ",$534.08 ,30728,40245,
1090,250,"$1,326.53 ",$534.08 ,40245,30728,
369,55,$119.70 ,$78.98 ,43506,44114,
195,150,$114.31 ,$109.96 ,48326,25276,
90,300,$88.60 ,$106.05 ,30728,45320,
168,250,$88.60 ,$102.60 ,30728,37355,
1000,300,"$1,895.88 ",$762.66 ,48326,30728,
200,150,$86.00 ,$100.19 ,30728,42240,
650,85,$377.52 ,$197.33 ,30728,48326,
1000,250,"$1,186.50 ",$687.98 ,48326,29379,
107,175,$87.90 ,$78.00 ,47711,48326,
107,175,$87.90 ,$78.00 ,48326,47711,
172,125,$91.54 ,$78.33 ,48326,45030,
116,300,$155.97 ,$121.09 ,30728,40601,
1100,55,$342.21 ,$183.14 ,30728,48326,
1133,55,$343.87 ,$183.82 ,30728,44077,
265,250,$470.38 ,$304.88 ,30728,48326,
176,125,$101.38 ,$79.95 ,48326,60050,
90,250,$88.60 ,$103.48 ,30728,48170,
355,85,$86.00 ,$135.10 ,30728,45845,
125,250,$86.00 ,$100.28 ,30728,42240,
244,85,$129.86 ,$78.00 ,48326,45030,
502,55,$88.60 ,$105.26 ,30728,44077,
28000,55,"$1,632.00 ","$1,632.00 ",47711,30728,
28000,55,"$1,632.00 ","$1,632.00 ",30728,47711,
378,55,$122.62 ,$79.95 ,43506,44114,
262,55,$117.11 ,$78.98 ,47711,48326,
262,55,$117.11 ,$78.98 ,48326,47711,
245,85,$130.39 ,$78.00 ,48326,45030,
350,175,$123.90 ,$151.78 ,30728,37388,
1229,125,$354.20 ,$261.89 ,48326,46517,
345,70,$172.47 ,$120.21 ,48326,38310,
140,250,$86.00 ,$99.93 ,30728,30165,
14486,55,"$1,600.70 ",$675.08 ,48326,44077,
500,250,"$1,059.30 ",$682.16 ,30728,88008,
203,150,$86.00 ,$100.10 ,48326,45320,
418,85,$88.60 ,$106.32 ,48359,48326,
418,85,$88.60 ,$106.32 ,48326,48359,
